sentiment,type_token_ratio,avg_word_length,exclamation_dens,question_dens,emoji_count,positive_ratio,negative_ratio,sentiment_polarity,first_person_dens,sentence_count
-1,0.9090909090909091,5.681818181818182,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,1.0
-1,0.9090909090909091,4.545454545454546,0.0,0.0,0.0,0.36,0.0,-0.5,0.0,1.0
-1,1.0,5.96,0.0,0.0,0.0,0.124,0.0,-0.09166666666666669,0.0,1.0
-1,0.9565217391304348,5.739130434782608,0.0,0.0,0.0,0.0,0.198,-0.08333333333333334,0.0,1.0
-1,0.8846153846153846,6.153846153846154,0.0,0.0,0.0,0.309,0.22,-0.09333333333333334,0.0,1.0
-1,0.8571428571428571,5.285714285714286,0.0,0.0,0.0,0.109,0.083,-0.15833333333333333,0.0,1.0
-1,1.0,6.0,0.0,0.0,0.0,0.213,0.0,-0.06666666666666665,0.0,1.0
-1,1.0,6.6,0.0,0.0,0.0,0.394,0.0,-0.4000000000000001,0.0,1.0
-1,0.9,5.4,0.0,0.0,0.0,0.0,0.144,-0.0625,0.0,1.0
-1,1.0,4.6,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,1.0
-1,1.0,5.454545454545454,0.0,0.0,0.0,0.0,0.0,-0.009595959595959602,0.0,1.0
-1,0.9375,5.875,0.0,0.0,0.0,0.264,0.289,-0.280952380952381,0.0,1.0
-1,1.0,5.384615384615385,0.0,0.0,0.0,0.0,0.382,-0.26666666666666666,0.0,1.0
